Epoch,esophagus_loss,trachea_loss,lung_loss,heart_loss,kidney_loss,stomach_loss,liver_loss,gallbladder_loss,pancreas_loss,spleen_loss,colon_loss,aorta_loss,rib_loss,scapula_loss,clavicula_loss,iliopsoas_loss,autochthon_loss
17,0.693946,0.6930580000000001,0.694568,0.6917860000000001,0.6802119999999999,0.6495059999999999,0.692978,0.6823079999999999,0.6748519999999999,0.6804840000000002,0.470832,0.6938959999999998,0.5833999999999999,0.658094,0.482324,0.0,0.472056
18,0.6926839999999999,0.6952280000000001,0.693824,0.6940560000000002,0.692684,0.5985780000000002,0.69469,0.4912099999999999,0.6957300000000001,0.6941120000000001,0.06949,0.69345,0.6523720000000001,0.27704000000000006,0.06939000000000001,0.06948,0.06949999999999999
19,0.69353,0.693742,0.693678,0.6933159999999998,0.665892,0.499924,0.666312,0.553018,0.45870599999999995,0.5825699999999999,0.461604,0.693762,0.6086099999999999,0.45691000000000004,0.455136,0.465498,0.4574460000000001
20,0.692932,0.6932799999999999,0.693152,0.694076,0.6390720000000001,0.6652839999999999,0.6664899999999999,0.40611400000000003,0.402158,0.6387700000000001,0.40437599999999996,0.680152,0.609248,0.6683880000000001,0.40217200000000003,0.0,0.40060599999999996
21,0.6934739999999999,0.6924540000000001,0.693768,0.6935479999999999,0.6665760000000001,0.612534,0.6940519999999999,0.68274,0.604204,0.6248179999999999,0.0,0.6796760000000001,0.664032,0.44547799999999993,0.44384,0.0,0.44287999999999994
22,0.6939779999999999,0.693562,0.693474,0.69355,0.6951759999999999,0.6541739999999998,0.6934299999999999,0.416628,0.65132,0.666082,0.6491640000000001,0.693322,0.6977159999999999,0.650518,0.6518900000000001,0.0,0.6521720000000001
23,0.6801220000000001,0.6789620000000001,0.6929079999999999,0.6953100000000001,0.690504,0.580984,0.6926399999999999,0.6928359999999999,0.6941999999999999,0.695454,0.20832,0.693908,0.6515259999999999,0.34649,0.20739000000000002,0.20847000000000002,0.20706000000000002
24,0.693756,0.6938040000000001,0.6936,0.678828,0.638744,0.639088,0.6800259999999999,0.5694659999999999,0.30495200000000006,0.6239520000000001,0.08310000000000001,0.6656219999999999,0.24988,0.3350040000000001,0.083064,0.08302799999999999,0.083364
25,0.693602,0.69448,0.6921640000000001,0.6941320000000001,0.6945620000000001,0.69387,0.693558,0.45681200000000005,0.4981420000000001,0.6952619999999999,0.013812,0.6796199999999999,0.5825359999999999,0.070048,0.013912,0.013888000000000001,0.013937999999999999
26,0.6946260000000002,0.693096,0.693792,0.6935220000000001,0.693402,0.651836,0.6791719999999998,0.583764,0.333064,0.6672899999999999,0.06963,0.6937479999999999,0.5844739999999999,0.6517819999999999,0.06919,0.06878999999999999,0.06952
27,0.665858,0.6942400000000001,0.694442,0.6938179999999999,0.65218,0.694508,0.693674,0.498512,0.5266280000000001,0.6511140000000001,0.45922799999999997,0.694044,0.636498,0.458962,0.4544760000000001,0.45889800000000003,0.45889800000000003
28,0.693114,0.6940040000000002,0.693684,0.693138,0.610872,0.65282,0.69326,0.4564999999999999,0.513426,0.611772,0.4574460000000001,0.693592,0.625848,0.655146,0.455664,0.4594260000000001,0.45843600000000007
29,0.6925699999999998,0.6940400000000001,0.6933700000000002,0.6937479999999999,0.653134,0.5546919999999999,0.679506,0.5719580000000001,0.49863199999999996,0.5691660000000001,0.0,0.665738,0.5830919999999999,0.10976,0.055488,0.055672,0.055256
30,0.69316,0.693836,0.6927119999999999,0.6937599999999999,0.6929000000000002,0.6237659999999999,0.6790459999999997,0.6802380000000001,0.403208,0.56946,0.124632,0.69286,0.5146000000000001,0.417564,0.125082,0.12488399999999998,0.12491999999999999
31,0.693564,0.693018,0.6931919999999999,0.6939779999999999,0.693574,0.6929099999999999,0.6933040000000001,0.5439959999999999,0.6820159999999998,0.679894,0.0,0.679542,0.4157859999999999,0.6092759999999999,0.321126,0.0,0.32204599999999994
32,0.6935059999999998,0.6939580000000001,0.6943140000000001,0.693716,0.6787920000000001,0.585792,0.694224,0.6919200000000001,0.5586660000000001,0.6530420000000001,0.37778399999999995,0.6949539999999998,0.6490779999999999,0.37463799999999997,0.373842,0.37216800000000005,0.3750840000000001
33,0.6930940000000001,0.6928280000000001,0.693556,0.693714,0.6783520000000002,0.664058,0.6937579999999999,0.5569740000000002,0.623876,0.62449,0.45889800000000003,0.6939280000000001,0.5691620000000001,0.6686399999999998,0.456654,0.45955800000000013,0.45909599999999995
34,0.692846,0.693468,0.6929759999999999,0.6935019999999998,0.694428,0.69529,0.6933539999999999,0.696824,0.688634,0.69321,0.6929000000000001,0.693494,0.693124,0.6930719999999999,0.7021999999999999,0.6897000000000001,0.6955000000000001
35,0.694126,0.6936,0.6939080000000001,0.6939,0.651824,0.68047,0.693404,0.64046,0.6528100000000001,0.678912,0.18124600000000005,0.693322,0.695,0.18070600000000003,0.18007600000000004,0.18041399999999996,0.180284
36,0.6934939999999998,0.69363,0.693278,0.6931440000000001,0.680054,0.527798,0.693608,0.62402,0.180554,0.63933,0.18043999999999996,0.6662320000000002,0.554752,0.3479199999999999,0.178516,0.0,0.179738
37,0.693378,0.6934040000000001,0.6934499999999999,0.6929140000000001,0.694332,0.6388279999999998,0.6935760000000001,0.47313000000000005,0.47201,0.6948500000000002,0.041693999999999995,0.6936579999999999,0.6952600000000001,0.19392000000000004,0.041256,0.0,0.041712000000000006
38,0.692364,0.6802980000000001,0.6928939999999999,0.6935800000000002,0.693484,0.666902,0.69345,0.556588,0.6787480000000002,0.6789440000000002,0.304084,0.679362,0.5683840000000001,0.48523599999999995,0.305272,0.30430399999999996,0.30579999999999996
39,0.6929339999999999,0.6936519999999998,0.6932560000000001,0.693994,0.6800459999999999,0.610568,0.6792979999999998,0.48741799999999996,0.3868220000000001,0.581792,0.38992800000000005,0.6796640000000003,0.389568,0.6082960000000002,0.389088,0.386568,0.3881920000000001
40,0.693638,0.6930700000000001,0.6931859999999999,0.6932619999999998,0.693478,0.5000439999999999,0.6797620000000001,0.48651999999999995,0.208282,0.6103340000000002,0.15276800000000001,0.694228,0.4854900000000001,0.235516,0.152834,0.15224000000000001,0.152988
41,0.6939319999999998,0.6930160000000001,0.6931240000000001,0.6937039999999999,0.693558,0.526598,0.693322,0.669144,0.6665479999999999,0.6668520000000001,0.3354719999999999,0.6934899999999999,0.651246,0.336672,0.33220800000000006,0.331152,0.33211199999999996
42,0.6929420000000002,0.69356,0.6925200000000001,0.693338,0.6940119999999999,0.41525599999999996,0.6658820000000002,0.5775560000000001,0.5693959999999999,0.638726,0.37357200000000007,0.6933059999999999,0.582958,0.41427600000000003,0.37503,0.0,0.373518
43,0.693262,0.665162,0.6933,0.6931059999999999,0.6798299999999999,0.6235280000000001,0.6658240000000001,0.33312200000000003,0.220852,0.6535959999999998,0.154506,0.692958,0.665934,0.30375399999999997,0.15202,0.15340600000000001,0.15347199999999997
44,0.6935579999999999,0.6928340000000002,0.6934060000000001,0.6936359999999999,0.679394,0.56961,0.6794560000000002,0.6914679999999999,0.47348200000000007,0.694514,0.474164,0.6929139999999999,0.47156800000000004,0.5640999999999999,0.4692,0.4702200000000001,0.4733480000000001
45,0.6929100000000001,0.693324,0.693772,0.6937199999999999,0.6798000000000001,0.651444,0.6940140000000001,0.6539440000000001,0.651456,0.693962,0.656684,0.679902,0.6520759999999999,0.6559720000000001,0.6533,0.6587519999999999,0.65283
46,0.694044,0.692886,0.6931219999999999,0.693088,0.678996,0.6793239999999998,0.692944,0.680308,0.6843339999999999,0.6797979999999998,0.6799240000000001,0.6801060000000001,0.6789520000000002,0.681954,0.680022,0.6805120000000001,0.679434
47,0.6941279999999999,0.6930379999999999,0.6933959999999999,0.679462,0.6794399999999999,0.638552,0.679212,0.6532119999999999,0.27794,0.6535880000000001,0.27608000000000005,0.6797240000000001,0.276988,0.27749399999999996,0.27899999999999997,0.27751999999999993,0.27804
48,0.693258,0.6932220000000001,0.692646,0.693526,0.6932920000000001,0.6934920000000002,0.6936019999999999,0.6789999999999998,0.4723440000000001,0.6944999999999999,0.220992,0.6792680000000001,0.44485600000000003,0.625142,0.22256,0.0,0.22207999999999997
49,0.693438,0.693374,0.6932600000000001,0.69348,0.69434,0.47130800000000006,0.6934259999999999,0.6545439999999999,0.6923759999999999,0.6949879999999999,0.139,0.693162,0.47200400000000003,0.19355199999999997,0.14034,0.1393,0.13866
